Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference	Organism group	Strain	Location	Isolation source	Isolation type	Host	Assembly	Collection date	Contig coverage	Assembly coverage
Escherichia coli	WP_004201164.1	SAMN07983281	PDT000298057.1	NZ_PGKL01000069.1	623	1435	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E8-1	China:Shandong		environmental/other	chicken	GCA_003009615.1	2014	0	0
Escherichia coli	HAJ2748672.1	SAMD00092874	PDT000432550.1	DABHNA010000109.1	166	978	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	TTHS001	Taiwan		environmental/other		GCA_013011555.1	2015	157	25
Escherichia coli	HAJ2748790.1	SAMD00092874	PDT000432550.1	DABHNA010000166.1	167	979	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	TTHS001	Taiwan		environmental/other		GCA_013011555.1	2015	84	25
Escherichia coli	HAJ2713670.1	SAMD00092879	PDT000432555.1	DABHMW010000036.1	39063	39875	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	TTHS006	Taiwan		environmental/other		GCA_013011925.1	2015	162	35
Escherichia coli	HAJ2714817.1	SAMD00092879	PDT000432555.1	DABHMW010000151.1	2469	3281	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	TTHS006	Taiwan		environmental/other		GCA_013011925.1	2015	127	35
Escherichia coli	HAJ2708439.1	SAMD00092883	PDT000432559.1	DABHMR010000041.1	2567	3379	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	TTHS010	Taiwan		environmental/other		GCA_013011465.1	2015	235	37
Escherichia coli	HAJ2709729.1	SAMD00092883	PDT000432559.1	DABHMR010000150.1	167	979	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	TTHS010	Taiwan		environmental/other		GCA_013011465.1	2015	138	37
Escherichia coli	WP_023408309.1	SAMN10623914	PDT000435621.1	NZ_CP034737.1	16349	17161	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L53	China	anal swab	environmental/other		GCA_003999855.1	2018/5/28	0	0
Escherichia coli	WP_023408309.1	SAMN09289760	PDT000441342.1	NZ_QKOO01000087.1	7720	8532	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	GEO_49_Eff_A	USA	water	environmental/other		GCA_004024025.1	2017	0	0
Escherichia coli	WP_004201164.1	SAMN09289738	PDT000441344.1	NZ_QKPK01000077.1	359	1171	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	GEO_20_Down_C	USA	water	environmental/other		GCA_004024375.1	2017	0	0
Escherichia coli	HAJ1787257.1	SAMN07255207	PDT000445988.1	DABHFU010000061.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Canada		clinical	Homo sapiens	GCA_013007115.1	2014	46	60
Escherichia coli	HAJ1787460.1	SAMN07255207	PDT000445988.1	DABHFU010000112.1	5516	6328	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Canada		clinical	Homo sapiens	GCA_013007115.1	2014	34	60
Escherichia coli	HAJ1737897.1	SAMN07255226	PDT000446009.1	DABHFK010000042.1	493	1305	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Canada		clinical	Homo sapiens	GCA_013006995.1	2014	66	52
Escherichia coli	HAJ1738011.1	SAMN07255226	PDT000446009.1	DABHFK010000077.1	380	1192	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Canada		clinical	Homo sapiens	GCA_013006995.1	2014	34	52
Escherichia coli	WP_023408309.1	SAMN12771419	PDT000602897.1	NZ_CM018321.1	7921	8733	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	XN3-1	China:Shaanxi	feces	environmental/other	poultry	GCA_008693265.1	18-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN12771555	PDT000602898.1	NZ_CM018322.1	7921	8733	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HN1-26	China:Zhejiang		environmental/other	duck	GCA_008693295.1	18-Nov	0	0
Escherichia coli	HAG7220912.1	SAMD00157548	PDT000523060.1	DAAZEQ010000106.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F001	Myanmar:Yangon		environmental/other		GCA_012290065.1	2017/11/20	0	0
Escherichia coli	HAG7221247.1	SAMD00157548	PDT000523060.1	DAAZEQ010000196.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F001	Myanmar:Yangon		environmental/other		GCA_012290065.1	2017/11/20	0	0
Escherichia coli	HAG7201753.1	SAMD00157552	PDT000523064.1	DAAZEM010000070.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F025	Myanmar:Yangon		environmental/other		GCA_012290025.1	2017/11/28	0	0
Escherichia coli	HAG7201949.1	SAMD00157552	PDT000523064.1	DAAZEM010000151.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F025	Myanmar:Yangon		environmental/other		GCA_012290025.1	2017/11/28	0	0
Escherichia coli	HAG7197062.1	SAMD00157553	PDT000523065.1	DAAZEK010000071.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F048	Myanmar:Yangon		environmental/other		GCA_012289005.1	2017/12/4	0	0
Escherichia coli	HAG7197337.1	SAMD00157553	PDT000523065.1	DAAZEK010000180.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F048	Myanmar:Yangon		environmental/other		GCA_012289005.1	2017/12/4	0	0
Escherichia coli	HAG7192451.1	SAMD00157554	PDT000523066.1	DAAZEL010000165.1	380	1096	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDP	88.52	100	E.coli and Shigella	F053B	Myanmar:Yangon		environmental/other		GCA_012289645.1	2017/12/4	0	0
Escherichia coli	HAG7216431.1	SAMD00157557	PDT000523069.1	DAAZEO010000109.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F055	Myanmar:Yangon		environmental/other		GCA_012289945.1	2017/12/4	0	0
Escherichia coli	HAG7216837.1	SAMD00157557	PDT000523069.1	DAAZEO010000263.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F055	Myanmar:Yangon		environmental/other		GCA_012289945.1	2017/12/4	0	0
Escherichia coli	HAG7206475.1	SAMD00157567	PDT000523079.1	DAAZEF010000053.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F091	Myanmar:Yangon		environmental/other		GCA_012290045.1	2017/12/12	0	0
Escherichia coli	HAG7206720.1	SAMD00157567	PDT000523079.1	DAAZEF010000134.1	496	1308	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F091	Myanmar:Yangon		environmental/other		GCA_012290045.1	2017/12/12	0	0
Escherichia coli	HAK9370001.1	SAMN11840190	PDT000534808.2	DABMHR010000172.1	1274	2086	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Oman		clinical	Homo sapiens	GCA_013781685.1	2015	89	28
Escherichia coli	HAK9370703.1	SAMN11840190	PDT000534808.2	DABMHR010000445.1	21	833	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Oman		clinical	Homo sapiens	GCA_013781685.1	2015	87	28
Escherichia coli	WP_023408309.1	SAMEA4916063	PDT000411329.1	NZ_UWWG01000006.1	2297	3109	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Switzerland	hospital	clinical	Homo sapiens	GCA_900607785.1	2012/3/22	28	71
Escherichia coli	WP_023408309.1	SAMEA4916089	PDT000411335.1	NZ_UWXG01000003.1	19235	20047	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Switzerland	hospital	clinical	Homo sapiens	GCA_900608045.1	2012	64	93
Escherichia coli	WP_023408309.1	SAMEA4916089	PDT000411335.1	NZ_UWXG01000003.1	65244	66056	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Switzerland	hospital	clinical	Homo sapiens	GCA_900608045.1	2012	64	93
Escherichia coli	WP_004201164.1	SAMEA4916096	PDT000411339.1	NZ_UWXK01000001.1	726339	727151	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Switzerland	hospital	clinical	Homo sapiens	GCA_900608115.1	2016/7/12	160	140
Escherichia coli	WP_004201164.1	SAMN11246202	PDT000625082.1	NZ_SQRD01000064.1	4375	5187	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD115	China: Henan		environmental/other		GCA_009600645.1	18-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN11246201	PDT000625083.1	NZ_SQRC01000072.1	6889	7701	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD100	China: Henan		environmental/other		GCA_009600665.1	18-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN11246197	PDT000625086.1	NZ_SQQZ01000083.1	4698	5510	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD033	China: Henan		environmental/other		GCA_009600715.1	18-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN11246196	PDT000625087.1	NZ_SQQY01000076.1	272	1084	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD024	China: Henan		environmental/other		GCA_009600735.1	18-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN11246195	PDT000625088.1	NZ_SQQX01000072.1	272	1084	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD020	China: Henan		environmental/other		GCA_009600765.1	18-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN11246193	PDT000625089.1	NZ_SQQV01000080.1	4698	5510	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD011	China: Henan		environmental/other		GCA_009600785.1	18-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN11246194	PDT000625090.1	NZ_SQQW01000074.1	272	1084	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD012	China: Henan		environmental/other		GCA_009600795.1	18-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN11246192	PDT000625091.1	NZ_SQQU01000064.1	4741	5553	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	RXD010	China: Henan		environmental/other		GCA_009600815.1	18-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN09435562	PDT000336608.1	NZ_QLNK01000053.1	515	1327	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ECWJ1		urine	clinical	Homo sapiens	GCA_003261145.1	2017/11/30	0	0
Escherichia coli	WP_023408309.1	SAMN08765149	PDT000318154.1	NZ_CP029245.1	7921	8733	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ECCRA-119	China:Zhejiang	feces	environmental/other		GCA_003122105.1	17-Jun	0	0
Escherichia coli	WP_023408309.1	SAMN05341196	PDT000283183.1	NZ_CP026201.1	48282	49094	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ECONIH6	USA		clinical	Homo sapiens	GCA_002903125.1	16-Apr	183	105
Escherichia coli	WP_023408309.1	SAMN08625048	PDT000294554.1	NZ_PVQG01000033.1	2210	3022	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	803	China		clinical	Homo sapiens	GCA_002994925.1	17-Mar	0	0
Escherichia coli	WP_023408309.1	SAMN08625046	PDT000294555.1	NZ_PVQI01000096.1	42362	43174	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	801	China		clinical	Homo sapiens	GCA_002994915.1	17-Mar	0	0
Escherichia coli	WP_023408309.1	SAMN08625047	PDT000294556.1	NZ_PVQH01000101.1	42361	43173	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	802	China		clinical	Homo sapiens	GCA_002994975.1	17-Mar	0	0
Escherichia coli	WP_023408309.1	SAMN08212052	PDT000304289.1	NZ_CP027703.1	67945	68757	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	675SK2	Switzerland: Basel		environmental/other		GCA_003030365.1	16-Jan	0	0
Escherichia coli	WP_023408309.1	SAMN04393397	PDT000304333.1	NZ_CP020512.1	923	1735	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	165	USA:Boston	abdominal	clinical	Homo sapiens	GCA_003031735.1	2015	210	94
Escherichia coli	WP_023408309.1	SAMN05194389	PDT000304335.1	NZ_CP020515.1	137370	138182	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	219	USA:Boston	blood	clinical	Homo sapiens	GCA_003031775.1	2016	115	63
Escherichia coli	WP_023408309.1	SAMN05194390	PDT000304336.1	NZ_CP020517.1	26273	27085	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	222	USA:Boston	urine	clinical	Homo sapiens	GCA_003031795.1	2015	448	165
Escherichia coli	WP_004201164.1	SAMN04622917	PDT000304337.1	NZ_CP020524.1	52356	53168	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	190	USA:Boston	urine	clinical	Homo sapiens	GCA_003031815.1	2016	104	72
Escherichia coli	EEX2547833.1	SAMN10661729	PDT000426882.1	AARRLB010000139.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PNUSAE021121	USA		clinical		GCA_012118055.1		109	114
Escherichia coli	EEX2548012.1	SAMN10661729	PDT000426882.1	AARRLB010000208.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PNUSAE021121	USA		clinical		GCA_012118055.1		100	114
Escherichia coli	EEX2557470.1	SAMN10661754	PDT000426885.1	AARRLA010000087.1	4221	5033	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PNUSAE021251	USA		clinical		GCA_012117995.1		51	64
Escherichia coli	EEX2557830.1	SAMN10661754	PDT000426885.1	AARRLA010000167.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PNUSAE021251	USA		clinical		GCA_012117995.1		43	64
Escherichia coli	WP_023408309.1	SAMN10606937	PDT000428837.1	NZ_CP034591.1	7188	8000	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L37	China	anus swab	environmental/other		GCA_003971215.1	2018/5/28	0	0
Escherichia coli	WP_023408309.1	SAMN09858233	PDT000375417.1	NZ_CM010659.1	4792	5604	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ZSH6	China	blood	environmental/other		GCA_003428445.1	18-Jan	0	0
Escherichia coli	WP_023408309.1	SAMN09858233	PDT000375417.1	NZ_QVOP01000095.1	370	1182	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ZSH6	China	blood	environmental/other		GCA_003428445.1	18-Jan	0	0
Escherichia coli	WP_023408309.1	SAMN09985625	PDT000375419.1	NZ_QXNR01000053.1	743	1555	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR167	Egypt:Mansoura	Dog Environment	environmental/other		GCA_003546095.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09985624	PDT000375420.1	NZ_QXNS01000050.1	743	1555	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR166	Egypt:Mansoura	Dog Environment	environmental/other		GCA_003546115.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09985623	PDT000375421.1	NZ_QXNT01000053.1	743	1555	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR165	Egypt:Mansoura	Dog Environment	environmental/other		GCA_003546145.1	2016	0	0
Escherichia coli	WP_004201164.1	SAMN09985620	PDT000375422.1	NZ_QXNW01000076.1	1694	2506	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR135	Egypt:Mansoura		clinical	Homo sapiens	GCA_003546165.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09985627	PDT000375423.1	NZ_QXNP01000054.1	743	1555	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR170	Egypt:Mansoura	Dog Environment	environmental/other		GCA_003546185.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09985626	PDT000375424.1	NZ_QXNQ01000051.1	743	1555	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR169	Egypt:Mansoura	Dog Environment	environmental/other		GCA_003546205.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09985622	PDT000375425.1	NZ_QXNU01000059.1	743	1555	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR164	Egypt:Mansoura	Dog Environment	environmental/other		GCA_003546225.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09985621	PDT000375426.1	NZ_QXNV01000050.1	743	1555	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR163	Egypt:Mansoura	Dog Environment	environmental/other		GCA_003546245.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09985619	PDT000375427.1	NZ_QXNX01000037.1	40661	41473	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	HR119	Egypt:Mansoura		clinical	Homo sapiens	GCA_003546265.1	2016	0	0
Escherichia coli	WP_023408309.1	SAMN09767201	PDT000400914.1	NZ_QTLA01000047.1	10217	11029	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MEH1	Lebanon		clinical	Homo sapiens	GCA_003709075.1		0	0
Escherichia coli	WP_063860861.1	SAMEA4727892	PDT000402872.1	NZ_UEDE01000057.1	9042	9854	-	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		France	Rectal Swap	clinical	Homo sapiens	GCA_900488885.1	2013	327	149
Escherichia coli	WP_023408309.1	SAMEA4727937	PDT000402896.1	NZ_UEFE01000060.1	587	1399	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		France	Rectal Swap	clinical	Homo sapiens	GCA_900489325.1	2015	91	82
Escherichia coli	WP_032495622.1	SAMN08663441	PDT000355786.1	NZ_CP031138.1	27515	28327	+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CFSAN064035	United Kingdom	biological fluid-human	environmental/other		GCA_003342715.1		0	0
Escherichia coli	WP_023408309.1	SAMEA4706909	PDT000360975.1	NZ_UBJI01000068.1	4416	5228	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	Ec_S1_6	Italy		clinical	Homo sapiens	GCA_900465555.1	2015	0	0
Escherichia coli	WP_023408309.1	SAMN04158303	PDT000097038.1	NZ_LNHU01000075.1	5792	6604	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	50664179	Norway	urine	clinical	Homo sapiens	GCA_001463115.1	2012	124	114
Escherichia coli	WP_004201164.1	SAMN04158307	PDT000097039.1	NZ_LNHY01000123.1	13022	13834	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	50676002	Norway	urine	clinical	Homo sapiens	GCA_001463195.1	2012	15	20
Escherichia coli	WP_004201164.1	SAMN04158324	PDT000097045.1	NZ_LNIP01000003.1	11977	12789	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	50870281	Norway	urine	clinical	Homo sapiens	GCA_001463455.1	2014	87	73
Escherichia coli	HAI0758504.1	SAMEA3712529	PDT000098358.2	DABDGR010000073.1	977	1789	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Denmark		clinical	Homo sapiens	GCA_012773175.1	2014	22	58
Escherichia coli	HAI0759015.1	SAMEA3712529	PDT000098358.2	DABDGR010000202.1	3005	3817	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Denmark		clinical	Homo sapiens	GCA_012773175.1	2014	16	58
Escherichia coli	HAI0763766.1	SAMEA3712539	PDT000098368.2	DABDGQ010000027.1	10250	11062	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella		Denmark		clinical	Homo sapiens	GCA_012773155.1	2014	54	78
