Scientific name	Protein	BioSample	Location	Collection date	Isolate	AMRFinderPlus analysis type	Isolation type	Contig	Start	Assembly	Stop	Host	Isolation source	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference
Klebsiella pneumoniae	WP_023408309.1	SAMN10516702	China	2017	PDT000505658.1	COMBINED	clinical	NZ_RXMF01000005.1	5726	GCA_005503795.1	6538	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN10516701	China	2017	PDT000505659.1	COMBINED	clinical	NZ_RXMG01000049.1	2208	GCA_005503805.1	3020	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN10516700	China	2017	PDT000505660.1	COMBINED	clinical	NZ_RXMH01000050.1	2249	GCA_005503815.1	3061	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN10516699	China	2017	PDT000505661.1	COMBINED	clinical	NZ_RXMI01000019.1	5726	GCA_005503855.1	6538	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN10516694	China	2017	PDT000505664.1	COMBINED	clinical	NZ_RXMN01000024.1	60753	GCA_005503905.1	61565	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN10516693	China	2017	PDT000505665.1	COMBINED	clinical	NZ_RXMO01000054.1	2208	GCA_005503935.1	3020	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN10516689	China	2017	PDT000505667.1	COMBINED	clinical	NZ_RXMS01000002.1	2671	GCA_005503975.1	3483	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN10516698	China	2017	PDT000505677.1	COMBINED	clinical	NZ_RXMJ01000038.1	5726	GCA_005504165.1	6538	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN10516697	China	2017	PDT000505679.1	COMBINED	clinical	NZ_RXMK01000066.1	187	GCA_005504185.1	999	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN10516688	China	2017	PDT000505681.1	COMBINED	clinical	NZ_RXMT01000069.1	2671	GCA_005504255.1	3483	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN10516703	China	2017	PDT000505684.1	COMBINED	clinical	NZ_RXME01000041.1	2209	GCA_005504315.1	3021	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA6099416	China	2017	PDT000662882.1	COMBINED	clinical	NZ_CABWRH010000026.1	123444	GCA_902507545.1	124256	homo	homo	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN13623933	France	42598	PDT000663245.1	COMBINED	environmental/other	NZ_WVSX01000098.1	6730	GCA_009856925.1	7542		hospital sink	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN13829959	Nigeria	2015	PDT000668955.1	COMBINED	clinical	NZ_JAAASW010000157.1	287	GCA_009907205.1	1099	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN14120131	Lebanon	43010	PDT000691529.1	COMBINED	clinical	NZ_JAAJSJ010000027.1	85140	GCA_011028245.1	85952	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN14120140	Lebanon	43321	PDT000691532.1	COMBINED	clinical	NZ_JAAJSC010000040.1	294	GCA_011029525.1	1106	Homo sapiens		+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN14120141	Lebanon	43322	PDT000691533.1	COMBINED	clinical	NZ_JAAJSB010000039.1	294	GCA_011029535.1	1106	Homo sapiens		+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN14120136	Lebanon	43160	PDT000691535.1	COMBINED	clinical	NZ_JAAJSF010000038.1	294	GCA_011029615.1	1106	Homo sapiens		+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN14120122	Lebanon	42873	PDT000691538.1	COMBINED	clinical	NZ_JAAJSQ010000030.1	290	GCA_011029745.1	1102	Homo sapiens		+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN14120118	Lebanon	42770	PDT000691539.1	COMBINED	clinical	NZ_JAAJST010000033.1	294	GCA_011029815.1	1106	Homo sapiens		+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN14120115	Lebanon	42742	PDT000691540.1	COMBINED	clinical	NZ_JAAJSW010000043.1	2516	GCA_011029865.1	3328	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN14120113	Lebanon	42714	PDT000691542.1	COMBINED	clinical	NZ_JAAJSY010000032.1	384	GCA_011029935.1	1196	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN14120194	Lebanon	43478	PDT000691545.1	COMBINED	clinical	NZ_JAAJRH010000031.1	13577	GCA_011030125.1	14389	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMD00237915	Myanmar:Yangon	43435	PDT000878325.1	COMBINED	clinical	NZ_AP023454.1	18863	GCA_014905815.1	19675	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN16966463	Sweden	2012	PDT000906513.1	COMBINED	clinical	NZ_JADWZN010000026.1	8193	GCA_015831425.1	9005	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN16684228			PDT000928508.1	COMBINED	clinical	NZ_JAEMVP010000033.1	3177	GCA_016481475.1	3989	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN16684230			PDT000928509.1	COMBINED	clinical	NZ_JAEMVN010000031.1	5428	GCA_016481505.1	6240	Homo sapiens	cerebrospinal fluid	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN16684227			PDT000928510.1	COMBINED	clinical	NZ_JAEMVQ010000055.1	7117	GCA_016481535.1	7929	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207976	Egypt		PDT000937795.1	COMBINED	clinical	NZ_JAEPVG010000043.1	2516	GCA_016651595.1	3328	Homo sapiens	sputum	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207963	Egypt		PDT000937799.1	COMBINED	clinical	NZ_JAEPVM010000040.1	1688	GCA_016651685.1	2500	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207965	Egypt		PDT000937801.1	COMBINED	clinical	NZ_JAEPVN010000031.1	15710	GCA_016651695.1	16522	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207961	Egypt		PDT000937806.1	COMBINED	clinical	NZ_JAEPUW010000031.1	319	GCA_016651815.1	1131	Homo sapiens	sputum	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207977	Egypt		PDT000937814.1	COMBINED	clinical	NZ_JAEPVQ010000041.1	319	GCA_016651965.1	1131	Homo sapiens	sputum	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207947	Egypt		PDT000937816.1	COMBINED	clinical	NZ_JAEPUN010000029.1	13436	GCA_016652005.1	14248	Homo sapiens	not collected	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207942	Egypt		PDT000937819.1	COMBINED	clinical	NZ_JAEPUI010000047.1	318	GCA_016652055.1	1130	Homo sapiens	not collected	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207950	Egypt		PDT000937820.1	COMBINED	clinical	NZ_JAEPUP010000047.1	2516	GCA_016652065.1	3328	Homo sapiens	not collected	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN17207944	Egypt		PDT000937824.1	COMBINED	clinical	NZ_JAEPUK010000043.1	2516	GCA_016652175.1	3328	Homo sapiens	sputum	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN15083409	Kenya:Kilifi	43500	PDT000980452.1	COMBINED	clinical	NZ_JABTVP010000095.1	992	GCA_017168575.1	1804	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN14120139	Lebanon	43313	PDT000997279.1	COMBINED	clinical	NZ_JAGGIU010000036.1	294	GCA_017655335.1	1106	Homo sapiens		+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN16705167	Lebanon	43586	PDT001003007.1	COMBINED	clinical	NZ_JADOBA010000028.1	2384	GCA_017846505.1	3196	Homo sapiens		-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN15649189	"China: Chengdu, Sichuan"	43697	PDT000801554.1	COMBINED	environmental/other	NZ_JACEZM010000039.1	2283	GCA_014040975.1	3095		environmental surface	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN15649188	"China: Chengdu, Sichuan"	43697	PDT000801556.1	COMBINED	environmental/other	NZ_JACEZL010000034.1	259	GCA_014041005.1	1071		environmental surface	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN15498007	Thailand: Phuket	43252	PDT000807688.1	COMBINED	clinical	NZ_JACGZU010000026.1	871	GCA_014117565.1	1683	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN07371089	"China: Sichuan, Deyang"	42767	PDT000233991.1	COMBINED	clinical	NZ_NOKM01000070.1	2276	GCA_002252415.1	3088	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06671969	"China: Sichuan, Chengdu"	42186	PDT000234613.1	COMBINED	clinical	NZ_NBXV01000034.1	6827	GCA_002257785.1	7639	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN06671976	"China: Sichuan, Chengdu"	42248	PDT000234621.1	COMBINED	clinical	NZ_NBXO01000045.1	244	GCA_002257975.1	1056	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06671959	"China: Sichuan, Chengdu"	42491	PDT000234630.1	COMBINED	clinical	NZ_NBYF01000036.1	9492	GCA_002258155.1	10304	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3729743	Turkey	2014	PDT000370633.1	COMBINED	clinical	NZ_UJTM01000039.1	14398	GCA_900507975.1	15210	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3729774	Turkey	2014	PDT000370656.1	COMBINED	clinical	NZ_UJTY01000035.1	14398	GCA_900508075.1	15210	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3729777	Turkey	2014	PDT000370659.1	COMBINED	clinical	NZ_UJUD01000035.1	14398	GCA_900508105.1	15210	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3729781	Turkey	2014	PDT000370663.1	COMBINED	clinical	NZ_UJUB01000043.1	14398	GCA_900508125.1	15210	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN03255440	Colombia	2012	PDT000046565.2	COMBINED	clinical	NZ_CP010391.1	150367	GCA_000807515.2	151179	Homo sapiens	bodily fluid	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3140027	France:Marseille	40247	PDT000050368.1	COMBINED	clinical	NZ_CDNA01000040.1	73158	GCA_000826605.1	73970	natural / free-living	human	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN03451033	USA: Connecticut	41699	PDT000059992.1	COMBINED	clinical	NZ_LART01000084.1	2286	GCA_000971075.1	3098	Homo sapiens	sputum	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN05213499	Pakistan	2013	PDT000148423.1	COMBINED	clinical	NZ_MAGE01000049.1	13497	GCA_001720705.1	14309	Homo sapiens	body fluid	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN05213500	Pakistan	2013	PDT000148425.1	COMBINED	clinical	NZ_MAGF01000046.1	480	GCA_001720755.1	1292	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN05213498	Pakistan	2013	PDT000148428.1	COMBINED	clinical	NZ_MAGI01000022.1	46671	GCA_001720805.1	47483	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN05213495	Pakistan	2013	PDT000148429.1	COMBINED	clinical	NZ_MAGK01000059.1	13497	GCA_001720845.1	14309	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN05213494	Pakistan	2013	PDT000148430.1	COMBINED	clinical	NZ_MAGJ01000029.1	7582	GCA_001720865.1	8394	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN05252770	Pakistan	2013	PDT000148431.1	COMBINED	clinical	NZ_MAGM01000018.1	46671	GCA_001720875.1	47483	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN05213496	Pakistan	2013	PDT000148432.1	COMBINED	clinical	NZ_MAGL01000014.1	310	GCA_001720905.1	1122	Homo sapiens	body fluid	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06187679	Tunisia: Mahdia	42217	PDT000209571.1	COMBINED	clinical	NZ_MSMQ01000122.1	383	GCA_002140135.1	1195	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04521906	"USA: Massachusetts, Boston"	2015	PDT000210742.1	COMBINED	clinical	NZ_NGTD01000005.1	2518	GCA_002152525.1	3330	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06909165	China: Sichuan	42736	PDT000216049.1	COMBINED	clinical	NZ_NGZE01000036.1	3968	GCA_002164765.1	4780	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06909164	China: Sichuan	42736	PDT000216050.1	COMBINED	clinical	NZ_NGZF01000031.1	4092	GCA_002164795.1	4904	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN06704522	Nigeria	2015	PDT000220296.1	COMBINED	clinical	NZ_NIZI01000177.1	4808	GCA_002205015.1	5620	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02885365	Nepal	40771	PDT000040526.1	COMBINED	clinical	NZ_CP008933.1	47947	GCA_000764615.1	48759	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02885365	Nepal	40771	PDT000040526.1	COMBINED	clinical	NZ_CP008933.1	56535	GCA_000764615.1	57347	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02885365	Nepal	40771	PDT000040526.1	COMBINED	clinical	NZ_CP008933.1	65123	GCA_000764615.1	65935	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996353	USA:California	41791	PDT000061679.1	COMBINED	clinical	NZ_JQCX01000038.1	9460	GCA_000956385.1	10272	Homo sapiens	respiratory secretion	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996355	USA:California	41791	PDT000061804.1	COMBINED	clinical	NZ_LAFU01000002.1	524606	GCA_000958965.1	525418	Homo sapiens	respiratory secretions	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996354	USA:California	41791	PDT000061805.1	COMBINED	clinical	NZ_LAFW01000012.1	478	GCA_000958945.1	1290	Homo sapiens	respiratory secretions	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996353	USA:California	41791	PDT000061806.1	COMBINED	clinical	NZ_LAFX01000011.1	478	GCA_000958955.1	1290	Homo sapiens	respiratory secretion	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996355	USA:California	41791	PDT000086702.1	COMBINED	clinical	NZ_JQDY01000041.1	4338	GCA_000763925.1	5150	Homo sapiens	respiratory secretions	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN02996354	USA:California	41791	PDT000086703.1	COMBINED	clinical	NZ_JQDX01000038.1	4265	GCA_000763935.1	5077	Homo sapiens	respiratory secretions	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN04168649	Canada: Calgary	41449	PDT000096584.3	COMBINED	clinical	NZ_CP012990.1	16424	GCA_001456055.3	17236	Homo sapiens	urine	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04158282	Norway	2010	PDT000097252.1	COMBINED	clinical	NZ_LNGZ01000154.1	2484	GCA_001462735.1	3296	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04158291	Norway	2011	PDT000097259.1	COMBINED	clinical	NZ_LNHI01000099.1	11977	GCA_001462885.1	12789	Homo sapiens	Rectal swab	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04158293	Norway	2012	PDT000097267.1	COMBINED	clinical	NZ_LNHK01000084.1	951	GCA_001463085.1	1763	Homo sapiens	Thigh tissue	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN04158325	Norway	2014	PDT000097278.1	COMBINED	clinical	NZ_LNIQ01000033.1	127144	GCA_001463445.1	127956	Homo sapiens	Rectal swab	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
